,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
3039,3039,a1997,w3048,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3040,3040,a1997,w3049,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3064,3064,a1997,w3081,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3074,3074,a1997,w3091,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s touch performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 7 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
3115,3115,a1997,w3166,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
3123,3123,a1997,w3183,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3145,3145,a1997,w3205,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3152,3152,a1997,w3212,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3169,3169,a1997,w3246,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
3173,3173,a1997,w3250,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
3186,3186,a1997,w3263,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
3192,3192,a1997,w3269,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3198,3198,a1997,w3280,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
3200,3200,a1997,w3282,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
3204,3204,a1997,w3289,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 1tb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 1tb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
3225,3225,a1997,w3330,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
3231,3231,a1997,w3345,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
3232,3232,a1997,w3346,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
3263,3263,a1997,w3387,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
3275,3275,a1997,w3404,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
3306,3306,a1997,w3460,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
3317,3317,a1997,w3475,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
3323,3323,a2000,w1988,hp stream with an ultra-portable design laptop 14 screen intel celeron n3060 processor 4gb ram 32gb emmc storage windows 10 home office 365 personal 1-year included jet black,hp stream with an ultra-portable design laptop 14 screen intel celeron n3060 processor 4gb ram 32gb emmc storage windows 10 home office 365 personal 1-year included jet black hp stream laptop ,hp stream 14 laptop windows 10 home office 365 personal 1-year included intel celeron n3060 processor 4gb ram 32gb emmc storage,hp stream 14 laptop windows 10 home office 365 personal 1-year included intel celeron n3060 processor 4gb ram 32gb emmc storage hp x7s46ua#aba
3331,3331,a2021,w653,2018 premium dell inspiron 5000 15.6 full hd ips touchscreen laptop intel quad-core i5-8250u up to 3.4ghz 8gb ddr4 256gb ssd dvdrw maxxaudio pro backlit keyboard 802.11ac bluetooth win 10,2018 premium dell inspiron 5000 15.6 full hd ips touchscreen laptop intel quad-core i5-8250u up to 3.4ghz 8gb ddr4 256gb ssd dvdrw maxxaudio pro backlit keyboard 802.11ac bluetooth win 10 dell dell inspiron 5000,2018 flagship dell inspiron 15.6 hd premium touchscreen laptop - intel dual-core i5-7200u 2.5ghz 8gb ddr4 2tb hdd maxxaudio dvdrw bluetooth wlan hdmi webcam 3-in-1 card reader windows 10,2018 flagship dell inspiron 15.6 hd premium touchscreen laptop - intel dual-core i5-7200u 2.5ghz 8gb ddr4 2tb hdd maxxaudio dvdrw bluetooth wlan hdmi webcam 3-in-1 card reader windows 10 dell 
3333,3333,a2031,w341,hp envy x360 15t convertible 2 in 1 high performance laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd (1920x1080) touchscreen wifi bluetooth win 10 home),hp envy x360 15t convertible 2 in 1 high performance laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd (1920x1080) touchscreen wifi bluetooth win 10 home) michaelelectronics2 ,hp envy x360 15z premium yoga style 2-in-1 convertible laptop (amd ryzen 5 quad core apu radeon vega 8 32gb ram 1tb hdd + 128gb ssd 15.6 fhd 1920x1080 touchscreen backlit keyboard win 10 home),hp envy x360 15z premium yoga style 2-in-1 convertible laptop (amd ryzen 5 quad core apu radeon vega 8 32gb ram 1tb hdd + 128gb ssd 15.6 fhd 1920x1080 touchscreen backlit keyboard win 10 home) michaelelectronics2 hp-15-02395-fhd-me18
3338,3338,a2031,w403,hp envy x360 15t convertible 2 in 1 high performance laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd (1920x1080) touchscreen wifi bluetooth win 10 home),hp envy x360 15t convertible 2 in 1 high performance laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd (1920x1080) touchscreen wifi bluetooth win 10 home) michaelelectronics2 ,hp envy x360 15z premium yoga style 2-in-1 convertible laptop (amd ryzen 5 quad core apu radeon vega 8 32gb ram 2tb hdd + 1tb ssd 15.6 fhd 1920x1080 touchscreen backlit keyboard win 10 home),hp envy x360 15z premium yoga style 2-in-1 convertible laptop (amd ryzen 5 quad core apu radeon vega 8 32gb ram 2tb hdd + 1tb ssd 15.6 fhd 1920x1080 touchscreen backlit keyboard win 10 home) michaelelectronics2 hp-15-02395-fhd-me22
3349,3349,a2050,w1578,hp pavilion 15t gaming and business power laptop pc ( intel i7 quad core 16gb ram nvidia geforce 1050 2gb 1tb hdd 15.6 full hd (1920 x 1080) wifi bluetooth win 10 home) 1gk62av,hp pavilion 15t gaming and business power laptop pc ( intel i7 quad core 16gb ram nvidia geforce 1050 2gb 1tb hdd 15.6 full hd (1920 x 1080) wifi bluetooth win 10 home) 1gk62av michaelelectronics2 ,hp pavilion 15t gaming laptop with full hd touchscreen ( intel i7 quad core 16gb nvidia geforce 960m 2tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) t9y85av,hp pavilion 15t gaming laptop with full hd touchscreen ( intel i7 quad core 16gb nvidia geforce 960m 2tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) t9y85av hp hp pavilion gaming 15t t9y85av
3353,3353,a2050,w2749,hp pavilion 15t gaming and business power laptop pc ( intel i7 quad core 16gb ram nvidia geforce 1050 2gb 1tb hdd 15.6 full hd (1920 x 1080) wifi bluetooth win 10 home) 1gk62av,hp pavilion 15t gaming and business power laptop pc ( intel i7 quad core 16gb ram nvidia geforce 1050 2gb 1tb hdd 15.6 full hd (1920 x 1080) wifi bluetooth win 10 home) 1gk62av michaelelectronics2 ,asus zenbook ux430ua-dh74 thin and light ultrabook 14 fhd laptop pc (intel 8th gen i7 quad core 16gb ram 512gb ssd 14 inch full hd 1920 x 1080 display wifi bluetooth win 10 home) quartz grey,asus zenbook ux430ua-dh74 thin and light ultrabook 14 fhd laptop pc (intel 8th gen i7 quad core 16gb ram 512gb ssd 14 inch full hd 1920 x 1080 display wifi bluetooth win 10 home) quartz grey michaelelectronics2 asu-14-07054-fhd-me1
3358,3358,a2052,w1503,samsung np800g5m-x01us 15.6 odyssey intel i7-7700hq 128gb gaming laptop + elite suite 17 standard software bundle (corel wordperfect pc moverpdf fusionx9) + 1 year extended warranty,samsung np800g5m-x01us 15.6 odyssey intel i7-7700hq 128gb gaming laptop + elite suite 17 standard software bundle (corel wordperfect pc moverpdf fusionx9) + 1 year extended warranty beach camera e1samnp800g5mx01us,samsung np800g5m-x02us 15.6 gaming notebook odyssey intel i7 256gb laptop + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty,samsung np800g5m-x02us 15.6 gaming notebook odyssey intel i7 256gb laptop + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty samsung e1samnp800g5mx02us
3381,3381,a2081,w2948,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel quad-core i7-7700hq 16gb ram 512gb ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200m 4gb fingerprint reader,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel quad-core i7-7700hq 16gb ram 512gb ssd 15.6 fhd ips 1920x1080 display nvidia quadro m1200m 4gb fingerprint reader lenovo thinkpad p51,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me4
3394,3394,a2084,w1070,refurbished panasonic cf-53 toughbook rugged laptop - 14 touchscreen - i5 2.6ghz cpu - new huge 1tb solid state drive - 16gb ram - windows 7 pro + ms office - wifi - dvd/cd-rw,refurbished panasonic cf-53 toughbook rugged laptop - 14 touchscreen - i5 2.6ghz cpu - new huge 1tb solid state drive - 16gb ram - windows 7 pro + ms office - wifi - dvd/cd-rw quality refurbished computers cf53i516gb1tbssn,refurbished refurbished rugged panasonic toughbook laptop - cf-31 - intel core i5 2.6ghz cpu - 512gb solid state drive - 12gb ddr3 - 13.1 touchscreen - dvd/cd-rw - wifi - win 7 pro,refurbished refurbished rugged panasonic toughbook laptop - cf-31 - intel core i5 2.6ghz cpu - 512gb solid state drive - 12gb ddr3 - 13.1 touchscreen - dvd/cd-rw - wifi - win 7 pro hp 
3400,3400,a2087,w1566,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty beach camera e1lg14z970aaas7u1,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty lg e1lg14z970aaas7u1
3403,3403,a2087,w838,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty,lg 14z970-a.aas7u1 gram intel i7 8gb ram 14 touchscreen laptop dark silver + elite suite 17 standard software bundle (corel wordperfect pc mover pdf fusion x9) + 1 year extended warranty beach camera e1lg14z970aaas7u1,dell inspiron 15.6 i7-7500u 16gb ram 1tb hdd touch laptop - i5567-7291gry + elite suite 17 standard software bundle (corel wordperfect pc moverpdf fusionx9) + 1 year extended warranty,dell inspiron 15.6 i7-7500u 16gb ram 1tb hdd touch laptop - i5567-7291gry + elite suite 17 standard software bundle (corel wordperfect pc moverpdf fusionx9) + 1 year extended warranty dell i5567-7291gry
3424,3424,a2102,w3114,lenovo thinkpad p51s mobile workstation laptop - windows 10 pro core i7-7600u 32gb ram 1tb ssd 15.6 4k uhd 3840x2160 ips display ir cam nvidia quadro m520m backlit keyboard smart card reader,lenovo thinkpad p51s mobile workstation laptop - windows 10 pro core i7-7600u 32gb ram 1tb ssd 15.6 4k uhd 3840x2160 ips display ir cam nvidia quadro m520m backlit keyboard smart card reader lenovo thinkpad p51s,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 512gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 512gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me8
3427,3427,a2104,w2313,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - silver color - intel core i7-7600u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - silver color - intel core i7-7600u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader lenovo 2017
3431,3431,a2104,w2952,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 512gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i5-6200u 128gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i5-6200u 128gb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
