_id,ltable_id,rtable_id,ltable_product_title,ltable_price,ltable_brand,ltable_model,ltable_operating_system,ltable_extended_title,rtable_product_title,rtable_price,rtable_brand,rtable_model,rtable_operating_system,rtable_extended_title,predicted_match
1980,a1728,w3304,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,$2.099.24,lenovo,,windows 7,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi $2.099.24,1
1981,a1728,w3305,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,$2.099.24,lenovo,,windows 10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi $2.099.24,1
1982,a1728,w3313,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.129.24,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.129.24,1
1983,a1728,w3314,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.129.24,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.129.24,1
1984,a1728,w3315,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.129.24,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.129.24,1
1985,a1728,w3316,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.129.24,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.129.24,1
1986,a1728,w3317,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.129.24,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.129.24,1
1987,a1728,w3319,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.129.24,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.129.24,1
1988,a1728,w3321,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.129.24,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.129.24,1
1989,a1728,w3327,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,$2.149.21,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader $2.149.21,1
1990,a1728,w3328,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,$2.149.21,lenovo,,windows 10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi $2.149.21,1
1991,a1728,w3329,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,$2.149.21,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader $2.149.21,1
1992,a1728,w3330,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,$2.149.21,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader $2.149.21,1
1993,a1728,w3342,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,$2.199.21,lenovo,,windows 10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi $2.199.21,1
1994,a1728,w3343,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,$2.199.21,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader $2.199.21,1
1995,a1728,w3347,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.199.24,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.199.24,1
1996,a1728,w3348,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.199.24,lenovo,,windows 8,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.199.24,1
1997,a1728,w3349,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.199.24,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.199.24,1
1998,a1728,w3350,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.199.24,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.199.24,1
1999,a1728,w3351,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.199.24,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.199.24,1
2000,a1728,w3352,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.199.24,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.199.24,1
2001,a1728,w3353,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.199.24,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.199.24,1
2002,a1728,w3354,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.199.24,lenovo,,windows 7,pcie touch lenovo thinkpad t460s windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.199.24,1
2003,a1728,w3355,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.199.24,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.199.24,1
2004,a1728,w3369,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,$2.249.21,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader $2.249.21,1
2005,a1728,w3370,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,$2.249.21,lenovo,,windows 10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi $2.249.21,1
2006,a1728,w3374,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.249.24,lenovo,,windows 8,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.249.24,1
2007,a1728,w3375,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,$2.249.24,lenovo,,windows 8,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi $2.249.24,1
2008,a1728,w3376,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,$2.249.24,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader $2.249.24,1
2009,a1728,w3377,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.249.24,lenovo,,windows 10,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.249.24,1
2010,a1728,w3378,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,$2.249.24,lenovo,,windows 7,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard $2.249.24,1
2011,a1728,w3379,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,$2.249.24,lenovo,,windows 10,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi $2.249.24,1
2012,a1728,w3380,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,$2.249.24,lenovo,,windows 8,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi $2.249.24,1
2013,a1728,w3381,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,$2.249.24,lenovo,,windows 10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi $2.249.24,1
2014,a1728,w3382,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color,$1.449.16,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader black color $1.449.16,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,$2.249.24,lenovo,,windows 10,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader $2.249.24,1
