id,product title,price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a1509,2016 Generation Dell Inspiron 7000 15.6 2-in-1 Convertible Premium High Performance Touchscreen Laptop Intel Core i5-6200U 8GB RAM 500GB HDD HDMI Backlit Keyboard Windows 10,$696.67,,Dell,1920 x 1080,500 GB,PC,Windows 10,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,15.6in
a1510,2018 FHD 1080p Dell Inspiron 15 5000 15.6 Inch Touchscreen Flagship Laptop (Intel Core i5-8250U up to 3.4GHz 8GB RAM 256GB SSD + 1TB HDD Intel HD Graphics 620 DVD HD Webcam Windows 10),$749.00,,Dell,1920x1080,256 GB,PC,Windows 10,1.6 GHz Intel Core i5,2,1.6 GHz,8 GB,15.6in
a1511,Alienware 17 R4 17.3 Full HD Gaming Laptop - 7th Gen. Intel Core i7-7820HK Processor up to 3.90 GHz 32GB Memory 1TB SSD + 1TB Hard Drive 8GB NVIDIA GeForce GTX 1070 Windows 10 Pro,$2739.00,,Alienware,,2000 GB,PC,Windows 10 Pro,3.9 GHz Intel Core i7,1,3.9 GHz,32 GB,17.3in
a1512,New Acer Laptop Aspire E 15 E5-575G-52RJ Intel Core i5 6200U (2.30 GHz) 8 GB Memory GeForce 940MX 15.6 Windows 10,$599.99,,acer,1920 x 1080,1 TB,PC,Windows 10 Home,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,15.6in
a1513,Lenovo ThinkPad X1 Yoga 20JF000DUS 14 Touchscreen LCD 2560 x 1440 - IPS - Intel Core i7 (7th Gen) i7-7600U 2.80 GHz - 16 GB - 512 GB SSD - Windows 10 Pro,$2224.94,,,,0 GB,,Unknown,Unknown,2,0 MHz,16 GB,14in
a1514,2018 Newest Premium High Performance RCA Cambio 10.1 2-in-1 Touchscreen Tablet PC Intel Quad-Core Processor 2GB RAM 32GB Hard Drive Webcam Wifi Microsoft Office Mobile Bluetooth Windows 10-Purple,$119.00,,,,,,Android 6.0,,,,,
a1515,Dell Inspiron 17 5000 Series 5767 17.3 Full HD Laptop - 7th Gen. Intel Core i7-7500U Processor up to 3.50 GHz 32GB Memory 2TB SSD 4GB AMD Radeon R7 M445 Graphics Windows 10 Pro,$1979.00,,Dell,1920x1080,2 TB,PC,Windows 10 Professional,3.5 GHz Intel Core i7,4,3.5 GHz,16 GB,17.3in
a1516,2017 HP 17.3 Business Flagship Laptop PC HD+ WLED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 2TB HDD Intel 620 Graphics DVD-RW 802.11AC Wifi Webcam HDMI Windows 10-Black,$596.00,7 hours,HP,1600x900,2 TB,PC,Windows 10,2.5 GHz Intel Core i3,2,2.5 GHz,8 GB,17.3in
a1517,2018 Flagship Lenovo IdeaPad 320 Business 15.6 Full HD Laptop Intel Quad-Core AMD FX-9800P 2.7GHz 8GB DDR4 256GB SSD DVDRW Dual Graphics AMD Radeon R7 + R8 M535DX Dolby Audio HDMI USB Type-C Win 10,$599.00,4.5 hours,Lenovo IdeaPad,1920 x 1080,256 GB,Home and Business Full HD Laptop,Windows 10 Home 64-Bit,2.7 GHz AMD A Series,4,2.7 GHz,8 GB,15.6in
a1518,ASUS Transformer Book T100HA-C4-GR 10.1-Inch 2 in 1 Touchscreen Laptop (Cherry Trail Quad-Core Z8500 Processor 4GB RAM 64GB Storage Windows 10) Gray,$399.97,,Asus,1280 x 800 pixels,64,,Windows 10,1.4 GHz Atom Z8500,4,1.4 GHz,4 GB,10.1in
a1519,DELL Laptop Inspiron i5759-9659SLV Intel Core i7 6500U (2.50 GHz) 16 GB Memory 2 TB HDD AMD Radeon R5 M335 17.3'' Touchscreen Windows 10 Pro 64-Bit,$1099.00,,dell,,,,Windows 10 Home,Intel,2,,16 GB,17.3in
a1520,Apple MacBook Air 13 2017 (Version) Wireless Bluetooth Speaker STARTER Bundle (128GB) + DigitalAndMore Starter MacBook Accessory Bundle,$1027.99,12 hours,DigitalAndMore,1440 x 900,128 GB,Mac,Mac OS X,1.8 GHz Intel Core i5,1,1.8 GHz,8 GB,13.3in
a1521,HP V1H25UT#ABA Business 840 i7-6600U 14 8GB 512 7/10 Laptop,$1874.21,13.5 hours,HP,1920x1080 pixels,512.0,PC,Windows 7 Professional,1.4 GHz Intel Core i7,2,1.4 GHz,8 GB,14in
a1522,Dell 0DGW4 Latitude 5285 12.3 FHD Laptop (Intel Core i5-7300U 8GB DDR4 256GB Solid State Drive Windows 10 Pro),$1184.00,,Dell,1920X1280 pixels,256.0,PC,Windows 10 Pro,2.5 GHz Athlon 64 2650,2,2.5 GHz,8 GB,12.3in
a1523,Lenovo ThinkPad T560 20FH001RUS 15.6 Notebook - Intel Core i5-6300U Processor 8GB RAM 256GB SSD Windows 7 Professional,$1209.99,13.2 hours,Lenovo,1920x1080 pixels,256,PC,Windows 7 Professional,2.4 GHz Intel Core i5,2,2.4 GHz,8 GB,15.6in
a1524,Dell Inspiron 15 7000 Gaming Series Edition 7577 15.6-Inch Full HD Screen Laptop - Intel Quad-Core i7-7700HQ 512GB SSD + 1 TB HDD 16GB DDR4 Memory NVIDIA GTX 1060 6GB Graphics Windows 10,$1499.00,,PC,1920 x 1080,1512 GB,PC,Windows 10 Home,3.8 GHz Intel Core i7,1,3.8 GHz,16 GB,15.6in
a1525,2018 Newest Flagship Acer Aspire 3 Laptop 15.6 HD Display Intel Core i5-7200U 2.5 GHz1 TB Hard Disk Drive 6 GB DDR4 SDRAM Memory Intel HD Graphics 620 Windows 10,$459.00,,Acer Flagship,,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,6 GB,15.6in
a1526,Acer Spin 1 Touch Notebook - Turquoise Blue (SP111-31-C2W3),$329.99,,Acer,,32 GB,PC,Windows 10,1.1 GHz Intel Celeron,2,1.1 GHz,4 GB,11.6in
a1527,Dell Inspiron 15.6 Touch Laptop Intel Pentium 2.16GHz 4GB Ram 500GB HDD,$400.00,,Dell Consumer,,500 GB,,other,Pentium,4,,4 GB,15.6in
a1528,Acer R 11 Convertible 2-in-1 11.6 TouchScreen Chromebook-Intel Celeron N3150 4GB DDR3L 32GB eMMC Flash Memory Chrome-White,$298.90,,Acer,1366x768,32 GB,PC,Chrome OS,1.6 GHz Intel Celeron D,1,1.6 GHz,4 KB,11.6in
a1529,DELL i5558-2147BLK Windows 10 Laptop Intel Core i3-5015U Processor 2.1GHz 15.6 6GB 1TB HD Windows 10 home 64Bit,$399.99,7 hours,Dell,,,,,2.1 GHz Intel Core i3,,2.1 GHz,6 GB,15.6in
a1530,Lenovo ThinkPad X270 Laptop with Intel Core i7-6500U Processor 8GB DDR4 RAM 512GB SSD - 12.5 - Graphite Black - 20K6000RUS,$1499.99,,Lenovo,1920x1080 pixels,512,PC,Windows 7 Professional,2.5 GHz Intel Core i7,1,2.5 GHz,8 GB,12in
a1531,HP 15-ay065 15.6 Intel Core i3-5005U Processor 6 GB RAM 1 TB SATA Windows 10 Notebook,$439.39,6.25 hours,HP,,1 TB,PC,Windows 10,2 GHz Core i3-550,2,2 GHz,0 GB,15.6in
a1532,2017 Newest Acer Premium Business Flagship Chromebook PC 15.6 FHD 1920x1080p Display Intel Celeron Processor 4GB RAM 16GB eMMC Hard Drive 802.11AC HDMI Webcam Bluetooth 9 hour Battery Chrome OS-White,$259.00,9 hours,Acer,1920x1080,16 GB,PC,Chrome OS,1.5 GHz Intel Celeron,2,1.5 GHz,4 GB,15.6in
a1533,Samsung 15.6 Touchscreen HD Laptop Computer 7th Gen Intel Dual Core i5-7200U 2.5Ghz 8GB DDR4 RAM 1TB HDD NVIDIA GeForce 920MX Graphic HDMI USB 3.0 Bluetooth 802.11ac WIFI Windows 10,$659.00,,Samsung,1366x768,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a1534,Lenovo Z50 15.6 inch HD Flagship High Performance Black Laptop PC| AMD FX-7500 Quad-Core| AMD Radeon R7| 2.10 GHz| 12GB DDR3| 1TB HDD| Dolby audio| DVD+/-RW| Windows 10,$529.00,5 hours,Lenovo,1366 x 768,1 TB,PC,Windows 10,2.1 GHz AMD A Series,4,2.1 GHz,12 GB,15.6in
a1535,MSI GL62M 7RDX-1408 (i7-7700HQ 8GB RAM 128GB SATA SSD + 1TB HDD NVIDIA GTX 1050 2GB 15.6 Full HD Windows 10) Gaming Notebook,$799.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,8 GB,15.6in
a1536,15.6 i7 8650U 8GB 256GB SSD,$1424.99,,,,0 GB,,Unknown,Unknown,1,0 MHz,0 GB,15.6in
a1537,HIDevolution ASUS ROG STRIX GL703VD 17 inch Gaming Laptop | 2.8 GHz i7-7700HQ 32GB DDR4 RAM GTX 1050 4GB PCIe 512GB SSD + 1TB SSHD | Authorized Performance Upgrades & Warranty,$1559.00,,HIDevolution,1920x1080,512 GB,PC,Windows 10,2.8 GHz Intel Mobile CPU,4,2.8 GHz,32 GB,17.3in
a1538,Dell XPS 15 9560 FHD 1080P Intel Core i7-7700HQ 16GB RAM 512GB SSD Nvidia GTX 1050 4GB GDDR5 Windows 10 Home,$1698.11,,Dell,,256,PC,WINDOWS 10,3.8 GHz Intel Core 2 Quad,4,3.8 GHz,8 GB,15.6in
a1539,2016 Dell Inspiron i5558-2148BLK 15.6 Touch-screen Laptop (Intel i3-4030U/ 8GB Memory/1TB Hard Drive/Black/Windows 10),$438.98,,Dell,1366 x 768,1 TB,PC,Windows 10,1.9 GHz Intel Core i3,2,1.9 GHz,8 GB,15.6in
a1540,2018 Newest Flagship HP 15.6 Premium HD Touchscreen Laptop - 8th Intel Quad-Core i5-8250U Up to 3.4GHz 8GB DDR4 1TB HDD DVD Burne Intel Graphics 620 WLAN HDMI Bluetooth USB 3.1 Windows 10,$549.00,9.5 hours,HP,1366 x 768,1 TB,Home and Business HD Touchscreen Laptop,Windows 10 Home 64-Bit,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,15.6in
a1541,CUK HP Omen 15t Gamer Notebook (Intel i7-7700HQ 16GB RAM 128GB SSD + 2TB HDD NVIDIA GeForce GTX 1060 6GB 15.6” Full HD IPS 120Hz Display with NVIDIA G-SYNC Windows 10) Gaming Laptop Computer,$1379.99,,Computer Upgrade King,,2128 GB,PC,Windows 10 Home x64-bit,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a1542,Jumper EZbook 3S Laptop 14 6GB DDR3L RAM 256GB SSD Storage Quad Core 1080x1920 FHD Notebook Computer(Silver),$329.90,,Jumper,1920 x 1080 (FHD),256 GB,PC,Windows 10,1.1 GHz Celeron N3150,4,1.1 GHz,6 GB,14in
a1543,HP Spectre x360-13t Quad Core(8th Gen Intel i7-8550U 1 TB PCIe NVMe SSD 16GB RAM IPS micro-edge Touchscreen Corning Gorilla Windows 10 Ink)Bang & Olufsen 13.3 2-in-1 Convertible- Pale Rose,$1719.95,16 hours,HP,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,16 GB,13.3in
a1544,2018 HP 14.0 Inch Flagship Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 16GB RAM 256GB SSD DTS Studio Sound Intel HD Graphics 620 WiFi HD Webcam Windows 10) Silver,$729.00,,HP,1366x768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,14in
a1545,Dell XPS 13 9360 Ultrabook: 8th Generation Intel Core i7-8550U 13.3in QHD+ Touch Display 16GB RAM 512GB SSD Windows 10,$1499.00,,Dell,,512 GB,PC,Windows 10,1.8 GHz Intel Core i7,1,1.8 GHz,16 GB,13.3in
a1546,2017 HP Omen 15.6 Full-HD IPS Flagship High Performance Gaming Laptop PC Intel Core i7-770HQ Quad-Core Processor NVIDIA GTX 1050Ti 4GB DDR5 12GB RAM 1TB HDD Backlit Keyboard Windows 10,$924.99,5 hours,HP,1920x1080,1 TB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,12 GB,15.6in
a1547,Lenovo Thinkpad Yoga 2-in-1 Convertible 11.6-inch IPS Touchscreen Laptop(Tablet) Intel Quad Core Processor 4GB DDR3L 128GB SSD HDMI Bluetooth Webcam AC Wifi Windows 10 Professional,$399.00,,Lenovo,,128,,Windows 10 Pro 64,1.83 GHz Intel Celeron,4,1.83 GHz,4 GB,11.6in
a1548,2017 Lenovo Business Flagship Yoga 910 2-in-1 Ultrabook PC 14 FHD IPS Touch-Screen Intel Core i7-7500U Processor 8GB DDR4 RAM 256GB SSD Backlit-Keyboard HDMI Bluetooth 802.11ac Windows 10-Gray,$961.46,,Lenovo,,256 GB,PC,windows 10,2.7 GHz Intel Core i7,4,2.7 GHz,12 GB,14in
a1549,Lenovo Thinkpad T470p 14 High Performance Laptop PC (Intel i7 Quad Core Nvidia Geforce 940MX 14 inch FHD (1920x1080) IPS Display 32GB RAM 512GB SSD Fingerprint Win 10 Pro),$2099.00,,MichaelElectronics2,1920x1080,512 GB,,Windows 10,Intel,4,2.9 GHz,32 GB,14in
a1550,HP ProBook 450 G5 Premium 15.6 inch FHD Business Laptop PC (Intel 8th Gen i7 Quad Core 32GB RAM 1TB HDD + 128GB SSD 15.6 FHD 1920x1080 Display Webcam Bluetooth USB-C TPM WiFi Win 10 Pro),$1349.00,,MichaelElectronics2,1920x1080,1 TB,,Windows 10,Intel,4,1.8 GHz,32 GB,15.6in
a1551,Apple MacBook Pro 15 Z0UB0002C Touch Bar Bundle W/ AppleCare+ 2.8GHz quad-core Intel Core i7 16GB RAM 512GB Radeon Pro 555 Space Gray (Mid 2017),$2928.00,,Apple,2880 X 1800,512 GB,Mac,Mac OS X,2.8 GHz Intel Core 2 Quad,4,2.8 GHz,16 GB,15.4in
a1552,HP 17.3 Full HD IPS Gaming and Business Laptop Intel Dual-Core i7-7500U up to 3.5GHz 16GB DDR4 1TB HDD 4GB AMD Radeon 530 Backlit Keyboard DVDRW 802.11ac HDMI Bluetooth Win 10,$809.99,,,,1 TB,,,Intel,2,3.5 GHz,16 GB,17.3in
a1553,Acer Swift 1 SF113-31-P6XP 13.3 LCD Ultrabook - Intel Pentium N4200 Quad-core (4 Core) 1.10 GHz - 4 GB DDR3L SDRAM - 64 GB Flas,$353.88,,Acer,,64,,Unknown,8032,4,0 MHz,0 GB,13.3in
a1554,Dell Inspiron 15 5000 i5547-7450sLV Signature Edition Laptop 15.6-inch HD display 8GB memory Intel Core i5-4210U 1TB HDD Up to 6.5 hours battery life,$495.00,,Dell,,1 TB,,Windows 8;,1.7 GHz Intel Core i5,,1.7 GHz,8 GB,15.6in
a1555,Samsung 2-in-1 7 Spin Touchscreen Flagship 15.6 Full HD Silver Laptop| Intel Core i7-6500U| NVIDIA GeForce 940MX| 12GB RAM| 1TB HDD| Backlit keyboard| Windows 10,$770.00,,Samsung,,,,,Intel,4,,12 GB,15.6in
a1556,2017 HP 14 HD Elitebook 8470P Business Laptop Computer Intel Dual Core i5 2.6 Ghz Processor 8GB Memory 240GB SSD HDD DVD VGA RJ45 Windows 10 Professional (Certified Refurbishd),$315.95,,HP,1366x768,240 GB,PC,Windows 10,2.6 GHz Intel Core i5,2,2.6 GHz,8 GB,14in
a1557,2018 Flagship Acer Swift 3 Laptop 14 LED-backlit Widescreen FHD IPS Display Intel Core i5-8250U Processor at 1.6GHz 8 GB DDR4 SDRAM 256 GB Solid State Drive Windows 10 Home,$697.99,10 hours,Acer Swift,,256 GB,PC,Windows 10,1.6 GHz Intel Core i5,2,1.6 GHz,8 GB,14in
a1558,Toshiba TECRA C50-C I3/2.0 15.6 4GB 1TB W7P-W10P (PS571U-0KJ03S),$615.17,,Toshiba,,0 GB,,Unknown,8032,2,0 MHz,0 GB,15.6in
a1559,HP Spectre X360 15t 2-in-1 Convertible Laptop PC (7th Gen Intel i7 Kaby Lake Processor 16GB RAM 512GB SSD 15.6 inch UHD (3840 x 2160) 4K Touch Win10 NVIDIA 940MX Thunderbolt) Dark Ash Silver,$1649.00,,hp,3840x2160,512 GB,,Windows 10,Intel,4,2.7 GHz,16 GB,15.6in
a1560,Dell Newest 15.6 Premium Flagship Touchscreen Laptop (15.6 Inch HD backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD HDMI DVDRW Bluetooth Webcam MaxxAudio Windows 10),$649.99,4 hours,Dell,1366 x 768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a1561,Dell Inspiron 13 i5379-7302GRY-PUS 2 in 1 PC,$790.00,,,,256 GB,,Windows 10,Intel,1,4 GHz,0 GB,13.3in
a1562,MSI GL62M Thin and Light 15.6 Full HD Gaming Laptop PC (Intel i7-7700HQ Quad Core GeForce GTX 1050 16GB RAM 1TB HDD + 128GB SSD WiFi Bluetooth Win 10 Home),$999.00,,MichaelElectronics2,1920 x 1080,1 TB,,Windows 10,Intel,4,2.8 GHz,16 GB,15.6in
a1563,Lenovo ThinkPad P51s 15.6'' Premium Mobile Workstation Ultrabook Laptop (Intel i7 Processor 8GB RAM 500GB HDD 15.6 inch FHD 1920x1080 IPS Display NVIDIA Quadro M520M FingerPrint Win 10 Pro),$949.00,,Lenovo,,,,,Intel,,,8 GB,15.6in
a1564,ASUS P2530UA-XH31 P-Series business Laptop 6th Gen Intel Core i3 15.6 HD Display 4GB RAM 500GB HDD Windows 10 Pro,$560.31,6 hours,Asus,1366 x 768 pixels,500 GB,,Windows 10 Pro,2 GHz 8032,2,2 GHz,4 GB,15.6in
a1565,Dell i3567-3919BLK Inspiron Pro 15.6 HD Laptop (7th Generation Intel Core i3-7100U 8GB DDR4 1TB Hard Drive Windows 10 Pro) Black,$556.57,,Dell,1366x768 pixels,1000 GB,PC,Windows 10 Pro,2.4 GHz 8032,2,2.4 GHz,8 GB,15.6in
a1566,Newest Lenovo IdeaPad 710S 13.3’’ FHD IPS (1920x1080) Anti-glare Display Laptop PC Intel i7-6560U 2.2GHz 8GB SDRAM 256GB SSD Bluetooth Intel Iris Graphics 540 Backlit Keyboard Windows 10,$719.99,,Lenovo,,256 GB,PC,Windows 10,2.2 GHz Intel Core i7,2,2.2 GHz,8 GB,13.3in
a1567,ASUS ROG STRIX GL503VD-DB74 (i7-7700HQ 16GB RAM 256GB SATA SSD + 1TB HDD NVIDIA GTX 1050 4GB 15.6 Full HD Windows 10) Gaming Notebook,$1299.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a1568,2016 HP Spectre X2 12 Detachable High Performance Premium (1920x1280) TouchScreen Laptop(Core M3-6Y30DC 4GB RAM 128GB SSD 802.11 A/C) WebCam Win10,$519.99,10 hours,HP,1920x1280,128 GB,PC,Windows 10,0.9 GHz Athlon II Dual Core M320,2,0.9 GHz,4 GB,12in
a1569,2018 Dell Latitude E6320 12.5 Business Laptop Computer(Intel Core i5 2520M 2.5GHz4G RAM DDR3320G HDDDVD HDMI VGA WifiWindows 10 Home 64 Bit)(Certified Refurbished),$209.99,0.75 hours,Dell,,320 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,4 GB,12.5in
a1570,Dell 5000 Series 15.6 Inch HD Pro Laptop Flagship Edition | Intel Core i7-7500U | 8G | 256G SSD | Backlit Keyboard | Windows 10,$699.99,8 hours,Dell,1366x768,256 GB,PC,Windows 10,3.5 GHz Intel Core i7,2,3.5 GHz,8 GB,15.6in
a1571,HP 17-X114DX - 17.3 HD+ - 7th Gen i5-7200U - 6GB Memory - 1TB Hard Drive - Black,$519.99,,HP,1600 x 900,1 TB,,Windows 10,Intel Core i5,2,,6 GB,17.3in
a1572,Lenovo 12.5''  Thinkpad X280 20Kf Core I7 8650U 1.9Ghz 16Gb RAM 512Gb SSD TCG Opal Encryption 2 Windows 10 Pro 64-Bit Nvme Ips Touchscreen Model 20KF0025US,$1987.63,,Lenovo,,0 GB,,Unknown,8032,1,0 MHz,0 GB,
a1573,Lenovo 14 IdeaPad Multi-touch 2-in-1 1920x1080 laptop (2018 Newest) Intel Core i5-6200U 2.3GHz AMD Radeon R5 M430 GPU 2GB 8GB RAM 256 SDD 802.11ac Bluetooth HDMI media reader Webcam Win 10,$680.46,,Lenovo-14-2 in 1-i5-8GB-256GB,,256 GB,PC,Windows 10,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,14in
a1574,MSI WE72 7RJ-1083US 17.3 120Hz 5ms Display Workstation Laptop i7-7700HQ Quadro M2200 16GB 256GB SSD,$1599.00,,MSI,1920x1080 pixels,256,PC,Windows 10 Pro,3.8 GHz Intel Core i7,4,3.8 GHz,16 GB,17.3in
a1575,2017 Samsung 11.6-inch Premium High Performance Chromebook 3 Intel Dual-Core Processor 1.6GHz 2GB RAM 16GB eMMC SSD 802.11AC WIFI HDMI Webcam Bluetooth 11-hour Battery Chrome OS-Black,$219.84,11 hours,Samsung,1366 x 768 (HD),16 GB,PC,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,2 GB,11.6in
a1576,TOPSELLER X270 I7-7500U 2.7G,$1690.69,,,,0 GB,,Unknown,Unknown,2,0 MHz,16 GB,12.5in
a1577,2018 Flagship Dell Inspiron 15 5000 Gaming Edition 5577 Laptop (15.6 Inch FHD Display Intel Core i5-7300HQ 2.5GHz 8GB RAM 256GB SSD + 1TB HDD NVIDIA GTX 1050 4GB Graphics Windows 10),$849.00,,Dell,1920x1080,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,8 GB,15.6in
a1578,Dell 16VFDELP0007 E6410 14.1 Business High Performance Laptop Intel Core i5 520M 2.4G 4G DDR3 250G DVD Windows 10 Professional,$330.00,,Dell,1280x800 pixels,250 GB,PC,Windows 10 Pro,2.4 GHz Intel Core i5,2,2.4 GHz,4 GB,14in
a1579,2018 Acer Aspire 5 A517 17.3 FHD Laptop Computer Intel Core i5-7200U up to 3.10GHz 16GB RAM 256GB SSD NVIDIA GeForce 940MX HDMI 802.11ac Bluetooth 4.0 USB 3.0 Windows 10 Home,$769.00,,Acer,1920 x 1080,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,17.3in
a1580,2018 Flagship ASUS 15.6 2-in-1 Full HD Touchscreen Business Laptop Intel Dual-Core i5-7200u 16GB DDR4 256GB SSD Backlit Keyboard fingerprint reader Windows Ink Capable Display USB Type-C Win 10,$879.00,6 hours,Asus,1920 x 1080,256 GB,Home and Business 2 in 1 Full HD Touchscreen Laptop,Windows 10 Home 64-Bit,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,15.6in
a1581,Ideapad Miix 520 Intel Core I7-8550U 12.2 Fhd Ips Gl Touch Display Windows 10,$988.36,,Lenovo,,0 GB,,Unknown,8032,1,0 MHz,8 GB,12.2in
a1582,Dell Inspiron 2-in-1 15.6 Full HD TouchScreen 1920 x 1080 Laptop Intel Core i5-6200U 2.3GHz 8GB RAM 256GB SSD 8-hour Battery Life Backlit Keyboard WiFi-AC Windows 10,$699.00,8 hours,Dell,,256 GB,PC,Windows 10,2.1 GHz Intel Core i5,2,2.1 GHz,8 GB,15.6in
a1583,2017 Premium HP 14-inch Chromebook HD SVA (1366 x 768) Display Intel Celeron Dual Core Processor 4GB DDR3L RAM 16GB eMMc HDD 802.11AC WIFI HDMI Webcam Bluetooth Stereo speakers Chrome OS,$249.00,9 hours,HP,,16 GB,PC,Chrome OS,2.16 GHz Intel Celeron,2,2.16 GHz,4 GB,14in
a1584,Newest Acer Aspire E Series 15.6’’ HD CineCrystal Display High Performance Laptop PC 7th Gen AMD A9-9410 2.9GHz Processor 8GB DDR4 RAM 1TB HDD WiFi HDMI Bluetooth Webcam DVD Windows 10-Black,$399.99,,Acer,,1 TB,PC,Windows 10,2.9 GHz AMD A Series,2,2.9 GHz,8 GB,15.6in
a1585,Acer 2-in-1 Touchscreen Convertible 15.6 Full HD IPS Notebook Intel Core i3-7100U Processor 6GB Memory 1TB Hard Drive Windows 10 Home,$469.00,,Acer,,1 TB,PC,windows 10,2.4 GHz Intel Core i3,1,2.4 GHz,6 GB,15.6in
a1586,2016 Lenvo Yoga 700 2-in-1 11.6 inch FHD 1080P IPS Touch-Screen Convertible Laptop ( Intel Core m3-6Y30 (up to 2.20 GHz) 4GB 128GB SSD No DVD Webcam WiFi HDMI Windows 10) - Light Silver,$449.99,,Lenovo-Yoga-720-i5-8gb-256gb,,128 GB,PC,Windows 10 Home,0.9 GHz Intel Core M-5Y10 Processor,2,0.9 GHz,4 GB,11.6in
a1587,2017 Lenovo IdeaPad 310 Laptop 15.6 Touchscreen Intel Core i7-7500U 12GB DDR4 1TB HDD DVD-RW 802.11AC Wi-Fi Bluetooth HDMI Webcam USB 3.0 Ethernet Win 10,$749.00,5 hours,Lenovo,,0 GB,,Unknown,Intel Core i7,1,0 MHz,0 GB,15.6in
a1588,2018 Acer 15.6 Inch Flagship Notebook Laptop Computer (Intel Core i3-7100U 2.4GHz 8GB RAM 256GB SSD Intel HD Graphics 620 WiFi SD Card Reader HDMI HD Webcam Windows 10),$539.00,,Acer,1366 x 768,256 GB,PC,Windows 10,2.4 GHz Intel Core i5,2,2.4 GHz,8 GB,15.6in
a1589,Samsung NP900X3T-K01US Notebook 9 13.3 Traditional Laptop (Light Titan),$1197.99,,Samsung,1920x1080 pixels,256.0,PC,Windows 10 Home,1.6 GHz Intel Core i5,2,1.6 GHz,8 GB,13.3in
a1590,Dell Inspiron Flagship 7000 Premium High Performance Convertible 2-in-1 Laptop (2017) 15.6 FHD TouchScreen 7th Intel Core i7-7500U Processor 12GB RAM 512GB SSD Backlit Keyboard Win 10,$959.00,6 hours,,1920 x 1080,512 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a1591,Dell Inspiron 15 7000 Series 2 in 1 15.6 Full HD Touch Laptop - 8th Gen Intel Core i7-8550U up to 4.0 GHz 32GB DDR4 Memory 1TB SSD + 1TB HDD Intel UHD Graphics 620 Windows 10 Pro Era Gray,$1879.00,,Dell,1920 x 1080,2000 GB,PC,Windows 10 Professional,4 GHz Intel Core i7,1,4 GHz,32 GB,15.6in
a1592,2017 Dell Inspiron 15.6 HD (1366 x 768) Laptop PC Intel Dual Core i3-7100U 2.4GHz 8GB DDR4 128GB SSD DVD +/- RW MaxxAudio HDMI Bluetooth WIFI Intel HD Graphics 620 Windows 10,$491.90,,Dell,,128 GB,PC,Windows 10,2.4 GHz Intel Core i3,2,2.4 GHz,8 GB,15.6in
a1593,2018 HP 15.6-inch Touchscreen (1920x1080) IPS 2-in-1 Convertible Laptop PC Intel Core i5-7200U 8GB DDR4 SDRAM 128GB SSD + 1TB HDD Bluetooth AMD Radeon 530 HDMI B&O PLAY Stylus Windows 10,$699.99,,HP,,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a1594,HP Envy X360 15t 2-in-1 Convertible Laptop PC (AMD 7th Gen Quad-Core FX 9800P APU AMD Radeon R7 32GB RAM 1TB HDD + 512GB SSD 15.6 inch FHD (1920 x 1080) Touchscreen Win10) Dark Ash Silver,$1399.00,,hp,,,,,AMD,4,,32 GB,15.6in
a1595,Dell Inspiron 17.3 FHD High Performance Premium Laptop Intel Core i7-7500U Up to 3.50GHz 16GB DDR4 2TB HDD 4GB AMD Radeon R7 M445 Backlit Keyboard DVDRW WLAN HDMI Win10,$900.13,6 hours,Dell,1920 x 1080 (FHD),2 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,16 GB,17.3in
