id,left_id,left_model,left_extended_title,right_id,right_model,right_extended_title
3248,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3263,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3249,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3264,,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3250,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3265,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 
3251,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3266,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 
3252,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3267,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3253,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3268,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 
3254,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3269,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 
3255,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3270,,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen ac wi fi 
3256,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3271,,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 20gb 1tb ssd 14 ips fhd 192 
3257,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3272,,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 20gb 1tb ssd 14 ips fhd 19 
3258,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3275,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3259,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3276,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3260,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3277,,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
3261,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3278,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3262,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3279,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3263,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3280,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3264,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3281,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
3265,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3282,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
3266,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3283,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
3267,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3286,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
3268,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3287,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 1tb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
3269,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3289,,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 1tb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
3270,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3297,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3271,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3298,,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3272,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3299,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3273,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3300,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3274,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3301,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3275,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3302,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3276,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3303,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3277,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3304,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3278,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3305,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3279,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3306,,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 8gb 2tb ssd 14 ips fhd 1920x 
3280,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3307,,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 8gb 2tb ssd 14 ips fhd 1920 
3281,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3308,,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 8gb 2tb ssd 14 ips fhd 192 
3282,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3313,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3283,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3314,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3284,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3315,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3285,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3316,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3286,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3317,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3287,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3318,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3288,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3319,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3289,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3320,,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3290,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3321,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 
3291,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3326,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb ssd 14 ips wqhd 2560x1440 
3292,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3328,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips wqhd 2560x1440 
3293,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3331,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips wqhd 2560x1440 
3294,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3342,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb ssd 14 ips wqhd 2560x1440 
3295,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3343,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 512gb nvme ssd 14 ips wqhd 2560x1440 
3296,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3347,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
3297,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3349,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
3298,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3350,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
3299,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3351,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
3300,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3352,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3301,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3353,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3302,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3355,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 
3303,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3356,,lenovo thinkpad t450s touch windows 10 intel core i7 5600u 12gb 2tb ssd 14 ips fhd 1920x1080 touchscreen ac wi fi 
3304,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3357,,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 12gb 2tb ssd 14 ips fhd 1920 
3305,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3358,,lenovo thinkpad t450s touch windows 8.1 intel core i7 5600u 12gb 2tb ssd 14 ips fhd 19 
3306,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3368,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips wqhd 2560x1440 
3307,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3369,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 512gb nvme ssd 14 ips wqhd 2560x1440 
3308,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3370,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb ssd 14 ips wqhd 2560x1440 
3309,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3371,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips wqhd 2560x1440 
3310,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3373,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3311,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3374,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3312,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3375,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3313,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3376,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3314,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3377,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3315,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3378,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3316,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3379,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3317,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3380,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3318,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3381,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3319,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3382,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3320,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3383,,lenovo thinkpad t460s touch windows 7 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3321,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3384,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3322,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3385,,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3323,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3386,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3324,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3387,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3325,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3388,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3326,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3389,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 
3327,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3390,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
3328,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3401,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb ssd 14 ips wqhd 2560x1440 
3329,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3402,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb nvme ssd 14 ips wqhd 2560x1440 
3330,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3409,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3331,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3411,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3332,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3413,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3333,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3414,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3334,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3415,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3335,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3416,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 
3336,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3417,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3337,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3448,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3338,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3449,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3339,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3450,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3340,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3452,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3341,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3453,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3342,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3454,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3343,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3455,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 2tb nvme ssd 14 ips fhd 1920x1080 
3344,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3461,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3345,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3462,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3346,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3463,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3347,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3464,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3348,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3465,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3349,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3466,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3350,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3467,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3351,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3468,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3352,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3472,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3353,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3474,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3354,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3475,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3355,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3476,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3356,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3477,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3357,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3478,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
