id,label,left_id,left_model,left_extended_title,right_id,right_model,right_extended_title
2734,1,a1889,1bs54ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.8 ghz 16 gb 256 gb ssd 1bs54ut#aba 10 edition,w941,1bs50ut#aba,hp elitebook 850 g4 15.6 core i5 7300u 8 gb 256 gb ssd 1bs50ut#aba windows 10
2744,0,a1895,t6f45ut#aba,hp t6f45ut#aba 840 i5 6200u 14.0 8gb 128 7 10 windows professional,w3111,t6e85ut#aba,hp zbook studio g3 15.6 xeon e3 1505mv5 16 gb 512 gb ssd t6e85ut#aba windows 7
2752,1,a1918,hp envy 17t,2016 hp envy 17.3 full hd touchscreen 6th gen i7 6700hq quad core 16gb 1tb hdddvd ac windows 10 envy 17t other,w718,,2016 hp envy 17.3 full hd touchscreen 6th gen i7 6700hq quad core 16gb 1tb hdddvd ac windows 10 microsoft
2776,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3082,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
2825,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3183,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb ssd 14 ips fhd 1920x1080 
2831,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3189,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 
2841,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3199,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 
2875,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3250,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips wqhd 2560x1440 
2892,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3267,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen 
2895,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3275,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 
2901,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3281,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
2911,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3304,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
2926,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3330,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips wqhd 2560x1440 
2927,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3331,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips wqhd 2560x1440 
2940,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3353,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
2944,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3368,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips wqhd 2560x1440 
2952,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3376,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 
2964,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3388,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3009,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3462,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen 
3024,1,a1919,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,w3479,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3075,1,a1951,x9v21ut#aba,x2 210 atm 1.44 10.1 4gb 128gb hp x9v21ut#aba windows professional,w917,x9v20ut#aba,hp x2 210 g2 10.1 atom x5 z8350 4 gb 64 gb ssd x9v20ut#aba windows
3088,0,a1956,20en001cus,lenovo thinkpad p50 20en001cus i7 6820hq 16gb 512gb nvme fhd m2000m windows professional,w2927,20j1001cus,lenovo thinkpad 13 13.3 core i5 7200u 8 gb 256 gb ssd 20j1001cus windows 10 
3090,0,a196,t8tjg,2018 hp 17.3 17z pc amd dual core a9 8gb 1tb usb 3.1 windows 10 t8tjg home,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
3093,0,a1968,asus vivobook,asus vivo book 15.6 1366 x 768 hd pc intel pentium n3700 quad core 1.60 ghz 4gb 500gb hdd windows 10 vivobook,w666,,hp 15.6 hd touchscreen pc intel pentium n3710 quad core 1.60 ghz 4gb 500gb hdd windows 10 
3097,0,a1974,z4z30uar#aba,hp spectre x360 z4z30uar#aba 13.3 windows 10 home,w747,z4z39uar#aba,hp spectre x360 15 bl152nr 15.6 touchscreen z4z39uar#aba microsoft windows windows 10
3107,1,a1979,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 16gb ddr4 1tb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,w1614,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 32gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
3172,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3086,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
3173,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3087,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
3178,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3092,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen 
3184,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3125,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 
3215,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3189,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 
3230,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3204,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 touchscreen 
3245,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3237,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips wqhd 2560x1440 
3255,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3252,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 512gb ssd 14 ips wqhd 2560x1440 
3282,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3299,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 
3332,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3400,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 
3354,1,a1995,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,w3458,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips wqhd 2560x1440 
3372,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w2968,,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 8gb 1tb hdd 14 ips fhd 1920x1080 touchscreen ac wi fi 
3392,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3080,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
3400,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3088,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 
3404,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3092,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen 
3409,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3098,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 
3428,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3156,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 
3429,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3157,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 
3446,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3186,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 
3466,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3207,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb ssd 14 ips fhd 1920x1080 
3469,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3210,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 
3477,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3232,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 
3479,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3234,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 
3499,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3259,,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 
3517,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3281,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen 
3546,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3345,,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 1tb ssd 14 ips wqhd 2560x1440 
3558,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3367,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips wqhd 2560x1440 
3564,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3373,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen 
3590,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3406,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb ssd 14 ips wqhd 2560x1440 
3626,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3468,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 
3633,1,a1997,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,w3479,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 
3644,0,a2002,mfghd,dell mfghd latitude 5480 14 hd intel core i5 7200u 4gb ddr4 500gb windows 10 ,w2137,lati3580xn8kf,dell latitude 3580 15.6 hd intel core i3 7100u 4gb ddr4 500gb windows 10 lati3580xn8kf
3667,0,a2014,80ys0000us,lenovo 80ys0000us ideapad n23 11.6 n3060 2gb 16gb chrome chrome op lenovo unknown,w2346,80xm0000us,lenovo 320 17ikb 17.3 core i5 7200u 8 gb 1 tb hdd 80xm0000us windows 10
3688,1,a2046,1kv05ua#aba,hp 15bs078nr 1kv05ua#aba 15bs078nr 15.6 intel core i7 8gb 1tb windows 10 ,w2034,1kv26ua#aba,hp 15 bw071nr 15.6 windows 10 amd a9 9420 dual core 4gb 1tb 1kv26ua#aba
3705,1,a2051,gl62mx1096,msi gl62m 7rdx 1096 15.6 full hd i7 7700hq geforce gtx 1050 2g 16gb dram 1tb win10 steelseries gl62mx1096 windows home,w2037,gl62mx1044,msi 15.6 fhd intel core i7 7700hq 2.8 3.8 ghz nvidia geforce gtx1060 graphic 16g ddr5 128gb ssd 1 tb hdd gl62mx1044 windows
3706,1,a2052,e1samnp800g5mx01us,samsung np800g5m x01us 15.6 odyssey intel i7 7700hq 128gb elite suite 17 standard software bundle corel wordperfect pc moverpdf fusionx9 1 extended beach camera e1samnp800g5mx01us windows 10,w1390,np800g5m x02us,samsung odyssey 15.6 np800g5m x02us microsoft windows windows 10
3749,1,a2071,80sf001fus,lenovo n22 80sf001fus 11.6 chromebook intel celeron n3060 dual core 1.60 ghz 4gb 16gb emmc chrome ,w1790,80sf0000us,refurbished lenovo n22 80sf0000us chromebook pc 80sf0000us
3781,1,a209,xps9360 7697slv pus,dell xps9360 7697slv pus xps 13 9360 13.3 quad hd infinityedge touch intel core i7 7560u 16gb 512gb ssd windows 10 unknown,w738,xps9360 7697slv,dell xps 13 9360 intel i7 7560u 16gb 512gb ssd xps9360 7697slv windows 10
3810,1,a2104,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 512gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,w3055,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
3815,1,a2104,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 512gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,w3077,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
3875,1,a2117,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 32gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,w1578,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
3877,1,a2117,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 32gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,w1614,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 32gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
3906,0,a2129,pavilion,hp omen 2016 15.6 full hd touchscreen intel core i7 4870hq 6m cache 3.7ghz nvidia quadro 16gb 512gb ssd windows 7 hp pavilion,w1455,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft
3918,0,a2135,20jw0005us,lenovo thinkpad t570 15.6 fhd intel core i5 6300u 4gb 500gb hdd windows 10 dg windows 7 20jw0005us not applicable,w2995,20jy0005us,lenovo thinkpad p51s 15.6 core i7 6500u 16 gb 256 gb ssd 20jy0005us windows
3923,0,a2139,1fx41ut#aba,hp elitebook 820 g4 12.5 windows intel core i7 2.7 ghz 16 gb 256 gb ssd 1fx41ut#aba 10 pro,w1826,1fx82ut#aba,new hp chromebook 11 g5 ee 11.6 lcd chromebook intel celeron n3060 dual core 2 core 1.60 ghz 4 gb 16 gb chrome 1fx82ut#aba
3952,1,a2162,6tdjt,dell 6tdjt xps 13 13.3 qhd touch intel core i7 7500u 8gb lpddr3 256gb solid state windows 10 ,w841,6tdjt,dell xps 13 9360 13.3 core i7 7500u 8 gb 256 gb ssd 6tdjt windows 10
3971,1,a2195,20h5009mus,lenovo thinkpad e570 15.6 fhd intel core i7 6500u 8gb ddr4 500gb hdd windows 10 20h5009mus professional,w2453,20h500a9us,lenovo thinkpad e570 15.6 core i5 7200u 8 gb 180 gb ssd 20h500a9us windows 10
3976,1,a22,i7577 5241blk pus,dell i7577 5241blk pus inspiron 7th gen intel core i5 gtx 1060 6gb 8gb 128gb ssd 1tb hdd 15.6 windows home,w1366,i7567 5000blk pus,dell inspiron 15.6 intel core i5 8gb nvidia geforce gtx 1050 1tb 8gb hybrid i7567 5000blk pus pc i7567 5000blk pus microsoft windows
3993,1,a2216,n855hj,prostar clevo n855hj 15.6 fhd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 wi fi 1 prostar,w1426,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4069,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1412,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 1tb hdd windows 10 wi fi 1 n850hk1 microsoft 
4070,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1415,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 128gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4078,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1487,n855hj,prostar clevo n855hj 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 120gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4093,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1549,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 256gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4096,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1555,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 256gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft 
4111,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1580,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 8gb ddr4 gtx 1060 128gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
4114,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1583,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
4120,1,a2252,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,w1603,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
4194,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1519,n855hj,prostar clevo n855hj 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 250gb ssd windows 10 wi fi 1 n855hj microsoft
4200,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1544,n850hk1,prostar clevo n850hk1 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft
4227,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1583,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
4239,1,a2294,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1618,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
4273,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1415,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 128gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4274,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1419,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4298,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1544,n850hk1,prostar clevo n850hk1 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft
4307,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1557,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 256gb nvme ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft 
4323,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1581,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1060 250gb ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft
4326,1,a2361,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,w1588,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft 
4346,1,a2369,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,w1412,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 1tb hdd windows 10 wi fi 1 n850hk1 microsoft 
