id,product_title,brand,model,operating_system,extended_title
a1253,dell 15.6 latitude e6520 core i7 2.7ghz 16gb 512gb ssd solid state windows 7 hdmi pc,quality computers,e6520i716gb512ssdn,windows 7 professional,dell 15.6 latitude e6520 core i7 2.7ghz 16gb 512gb ssd solid state windows 7 hdmi pc quality computers e6520i716gb512ssdn professional
a1254,2018 hp 14.0 intel core i5 7200u 2.5ghz 8gb 256gb ssd dts studio sound intel hd 620 hd windows 10 silver,hp,hp,windows 10,2018 hp 14.0 intel core i5 7200u 2.5ghz 8gb 256gb ssd dts studio sound intel hd 620 hd windows 10 
a1255,asus 15.6 full hd 1920 x 1080 7th intel core i7 7500u 8gb ddr4 512gb ssd nvidia geforce 940mx 2gb 802.11ac hdmi vga windows 10,asus,asus x556,windows 10,asus 15.6 full hd 1920 x 1080 7th intel core i7 7500u 8gb ddr4 512gb ssd nvidia geforce 940mx 2gb 802.11ac hdmi vga windows 10 asus asus x556
a1256,2018 hp x360 full hd 15.6 touchscreen intel core i7 8550u 1.8ghz 8gb 1tb hdd 2gb radeon dsc 530 b&o windows 10 ,hp,hp,windows 10,2018 hp x360 full hd 15.6 touchscreen intel core i7 8550u 1.8ghz 8gb 1tb hdd 2gb radeon dsc 530 b&o windows 10 
a1257,hp elitebook 850 g3 15.6 fhd intel i7 6500u 16 gb 256gb ssd windows 10 64 docking station,hp,t8tjg,,hp elitebook 850 g3 15.6 fhd intel i7 6500u 16 gb 256gb ssd windows 10 64 docking station hp t8tjg
a1258,acer aspire e5 573g 15.6 intel core i5 5200u 8 gb 1 tb windows 10 black,acer,e5 573g 52g3,windows 10,acer aspire e5 573g 15.6 intel core i5 5200u 8 gb 1 tb windows 10 e5 573g 52g3
a1259,msi gt80s titan sli 072 18.4 extreme dual gtx980 sli i7 6920hq 32gb 512gb ssd 1tb thunderbolt,msi,gt80s titan sli 072,windows 10,msi gt80s titan sli 072 18.4 extreme dual gtx980 sli i7 6920hq 32gb 512gb ssd 1tb thunderbolt windows 10
a1260,toshiba satellite 2 1 convertible 12.5 ips hd touchscreen intel core i5 3337u 128gb ssd 8gb gps nfc windows 10,toshiba,t8tjg,windows 8,toshiba satellite 2 1 convertible 12.5 ips hd touchscreen intel core i5 3337u 128gb ssd 8gb gps nfc windows 10 t8tjg
a1261,hp 13 m3 6y30 0.9 ghz 4 mb cache 4gb chromebook,hp,w0t00ut#aba,chrome,hp 13 m3 6y30 0.9 ghz 4 mb cache 4gb chromebook w0t00ut#aba
a1262,dell inspiron 15 5000 5566 15.6 1366 x 768 intel core i7 7500u upto 3.50ghz 8gb 512gb sdd windows 10 64 bit,dell,5566,windows 10,dell inspiron 15 5000 5566 15.6 1366 x 768 intel core i7 7500u upto 3.50ghz 8gb 512gb sdd windows 10 
a1263,lenovo thinkpad p51s 20jy0009us 15.6” full hd intel core i7 6500u 2.5ghz 8gb ddr4 500gb 7200rpm hdd nvidia windows 7 64 ,lenovo,20jy0009us,unknown,lenovo thinkpad p51s 20jy0009us 15.6” full hd intel core i7 6500u 2.5ghz 8gb ddr4 500gb 7200rpm hdd nvidia windows 7 64 unknown
a1264,hp probook 455 g4 amd a10 9600p apu 16 gb 1tb hdd windows 10 ,hp,,unknown,hp probook 455 g4 amd a10 9600p apu 16 gb 1tb hdd windows 10 unknown
a1265,2018 dell inspiron i5565 15.6 full hd touchscreen amd quad core a12 9700p 3.4ghz 12gb ddr4 1tb hdd hdmi usb 3.0 4.1 802.11ac lan windows 10,dell,,windows 10,2018 dell inspiron i5565 15.6 full hd touchscreen amd quad core a12 9700p 3.4ghz 12gb ddr4 1tb hdd hdmi usb 3.0 4.1 802.11ac lan windows 10 
a1266,hp probook 440 g4 14 fhd pc intel i7 kaby lake 16gb 256gb ssd 14 fhd 1920 x 1080 win 10 ,hp,hp probook 440 g4,,hp probook 440 g4 14 fhd pc intel i7 kaby lake 16gb 256gb ssd 14 fhd 1920 x 1080 win 10 hp
a1267,laptop 255g6 a67310 8g 256gb 15.6,hp,1lb17ut,unknown,laptop 255g6 a67310 8g 256gb 15.6 hp 1lb17ut unknown
a1268,2016 dell inspiron i3543 15.6 touchscreen pc intel core i3 5005u 2.00 ghz 4gb ddr3l 1tb hdd hdmi maxxaudio windows 10,dell,i3543 4975blk,windows 10,2016 dell inspiron i3543 15.6 touchscreen pc intel core i3 5005u 2.00 ghz 4gb ddr3l 1tb hdd hdmi maxxaudio windows 10 i3543 4975blk
a1269,lenovo thinkpad t470s windows 10 intel core i7 7600u 16gb 512gb ssd 14 ips wqhd 2560x1440 color,lenovo,,windows 10 pro,lenovo thinkpad t470s windows 10 intel core i7 7600u 16gb 512gb ssd 14 ips wqhd 2560x1440 
a1270,acer aspire s7 392 9439 13.3 wqhd touchscreen i7 4500u 8gb 256ssd crystal ,acer,s7 392 9439,windows 8,acer aspire s7 392 9439 13.3 wqhd touchscreen i7 4500u 8gb 256ssd crystal windows
a1271,newest acer 15.6 full hd touchscreen pc chromebook intel pentium n4200 quad core 4gb 32gb emmc chrome touchscreen ,acer,,chrome os,newest acer 15.6 full hd touchscreen pc chromebook intel pentium n4200 quad core 4gb 32gb emmc chrome touchscreen 
a1272,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 16gb 512gb ssd 4gb amd radeon r7 m445 windows 10 pro,dell,dell inspiron i5767,windows 10 professional,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 16gb 512gb ssd 4gb amd radeon r7 m445 windows 10 i5767 professional
a1273,2018 hp 15.6 touchscreen intel core i3 7100u 2.4ghz 8gb ddr4 128gb ssd intel hd 620 hd windows 10 black,hp,hp,windows 10,2018 hp 15.6 touchscreen intel core i3 7100u 2.4ghz 8gb ddr4 128gb ssd intel hd 620 hd windows 10 
a1274,2016 4th lenovo thinkpad x1 carbon 14 fhd 6th gen intel core i7 6600u 3.4ghz 16gb 512gb ssd windows 7 10 ,x1,,windows 7 windows 10 pefoessional,2016 4th lenovo thinkpad x1 carbon 14 fhd 6th gen intel core i7 6600u 3.4ghz 16gb 512gb ssd windows 7 10 pefoessional
a1275,2018 lenovo thinkpad edge e470 14 intel core i5 6200u 8gb 256gb ssd intel graphic hdmi windows 10 ,upgradepro,lenovo e470,windows 10 professional,2018 lenovo thinkpad edge e470 14 intel core i5 6200u 8gb 256gb ssd intel graphic hdmi windows 10 upgradepro
a1276,2016 hp stream 13.3 hd intel dual core n3050 2.16ghz 2gb 32gb emmc 1 yr office 365 dts studio sound windows 10,hp,13 c110nr,windows 10,2016 hp stream 13.3 hd intel dual core n3050 2.16ghz 2gb 32gb emmc 1 yr office 365 dts studio sound windows 10 13 c110nr
a1277,acer aspire v5 131 2629 11.6 ,acer,nx.m89aa.004 v5 131 2629,windows 7 ,acer aspire v5 131 2629 11.6 nx.m89aa.004 v5 131 2629 windows 7 
a1278,2018 lenovo ideapad 320 15.6 hd backlight intel celeron n3350 2.4ghz 8gb ddr3 1tb hdd 802.11ac hdmi 4 1 usb 3.0 win 10 ,lenovo,,windows 10 64 bit,2018 lenovo ideapad 320 15.6 hd backlight intel celeron n3350 2.4ghz 8gb ddr3 1tb hdd 802.11ac hdmi 4 1 usb 3.0 win 10 windows 64 bit
a1279,lenovo thinkpad e575 20h8000dus 15.6 amd a series a10 9600p dual core 2 core 2.40 ghz,,20h8000dus,windows 10,lenovo thinkpad e575 20h8000dus 15.6 amd a series a10 9600p dual core 2 core 2.40 ghz 20h8000dus windows
a1280,smart probook 470 g5,,2ua28ut#aba,unknown,smart probook 470 g5 2ua28ut#aba unknown
a1281,asus k series 15.6 full hd intel core i7 6700hq nvidia geforce gtx 950m 16gb 256gb ssd vga&hdmi windows 10,asus,,,asus k series 15.6 full hd intel core i7 6700hq nvidia geforce gtx 950m 16gb 256gb ssd vga&hdmi windows 10 asus
a1282,acer 15.6 full hd chromebook pc intel celeron 3205u dual core 4gb 16gb ssd sd usb 3.0 802.11ac hdmi chrome os,acer,,chrome os,acer 15.6 full hd chromebook pc intel celeron 3205u dual core 4gb 16gb ssd sd usb 3.0 802.11ac hdmi chrome 
a1283,dell xps 15 9560 – 0c17r 15” 4k touch i7 7700hq 2.80ghz 16gb ddr4 512gb ssd gtx 1050 thunderbolt 3 windows 10 64 ,dell,0c17r,windows 10 pro,dell xps 15 9560 – 0c17r 15” 4k touch i7 7700hq 2.80ghz 16gb ddr4 512gb ssd gtx 1050 thunderbolt 3 windows 10 64 
a1284,samsung chromebook 3 11.6 hd pc intel core celeron n3060 4gb 32gb emmc chrome ,samsung,,chrome os,samsung chromebook 3 11.6 hd pc intel core celeron n3060 4gb 32gb emmc chrome 
a1285,lenovo thinkpad t470p 20j6003kus 14” fhd intel core i7 7820hq 2.90ghz 16gb ddr4 nvida geforce 940mx 512gb ssd windows 10 64 ,,20j6003kus,unknown,lenovo thinkpad t470p 20j6003kus 14” fhd intel core i7 7820hq 2.90ghz 16gb ddr4 nvida geforce 940mx 512gb ssd windows 10 64 unknown
a1286,dell inspiron 13 5000 series 2 1 5379 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 16gb 2tb intel uhd 620 windows 10 gray,dell,inspiron 5379,windows 10 pro,dell inspiron 13 5000 series 2 1 5379 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 16gb 2tb intel uhd 620 windows 10 
a1287,dell i5567 5734gry pus 15.6 imr non touch hd ,dell,i5567 5734gry pus,windows 10 english,dell i5567 5734gry pus 15.6 imr non touch hd windows 10 english
a1288,hp 2016 15.6 probook quad core amd a10 3.2ghz 16gb 1tb hdd amd radeon r6 hdmi bt 4.0 usb 3.0 windows 10,hp,hp probook 455 g3,windows 10,hp 2016 15.6 probook quad core amd a10 3.2ghz 16gb 1tb hdd amd radeon r6 hdmi bt 4.0 usb 3.0 windows 10 455 g3
a1289,lenovo yoga 710 2 1 convertible touch 2017 11.6 fhd ips intel pentium 4gb 128gb ssd no win 10 chassis,lenovo yoga 710 pentium 4gb 128gb,lenovo yoga 710 pentium 4gb 128gb,windows 10,lenovo yoga 710 2 1 convertible touch 2017 11.6 fhd ips intel pentium 4gb 128gb ssd no win 10 lenovo yoga 710 pentium 4gb 128gb lenovo yoga 710 pentium 4gb 128gb windows
a1290,lenovo ideapad 310 15.6 hd 3x faster intel core i5 8 gb 1tb hdd windows 10 80sn0004us,lenovo,ideapad 310 80sn0004us ,windows 10,lenovo ideapad 310 15.6 hd 3x faster intel core i5 8 gb 1tb hdd windows 10 80sn0004us ideapad 80sn0004us 
a1291,2018 hp envy x360 15.6 intel core i7 8550u 1.8ghz 16gb ddr4 256gb ssd 1tb hdd b&o speakers intel 620 hd windows 10 ,hp,hp envy x360,windows 10,2018 hp envy x360 15.6 intel core i7 8550u 1.8ghz 16gb ddr4 256gb ssd 1tb hdd b&o speakers intel 620 hd windows 10 hp hp envy x360
a1292,lenovo flex 5 15.6 2 1 intel core i5 8 gb 256 gb ssd windows 10 80xb0002us,lenovo,80xb0002us,windows 10 home,lenovo flex 5 15.6 2 1 intel core i5 8 gb 256 gb ssd windows 10 80xb0002us home
a1293,hp 15.6 quad core 8th intel i5 8250u 2tb hdd 12gb super hdmi usb 3.1 stereo speakers windows 10 marine blue,hp 8th i5,,windows 10,hp 15.6 quad core 8th intel i5 8250u 2tb hdd 12gb super hdmi usb 3.1 stereo speakers windows 10 marine hp 8th i5
a1294,lenovo chromebook n22 11.6 ips touchscreen intel n3060 dual core 16gb emmc ssd 4gb ddr3 802.11ac chromeos,lenovo,80vh0001us,chrome,lenovo chromebook n22 11.6 ips touchscreen intel n3060 dual core 16gb emmc ssd 4gb ddr3 802.11ac chromeos 80vh0001us
a1295,2018 lenovo legion y520 15.6 fhd ips intel quad core i7 7700hq 16gb ddr4 1tb 128gb ssd 4gb amd radeon rx 560 harman hdmi usb c win 10,lenovo legion,lenovo y520,windows 10 64 bit,2018 lenovo legion y520 15.6 fhd ips intel quad core i7 7700hq 16gb ddr4 1tb 128gb ssd 4gb amd radeon rx 560 harman hdmi usb c win 10 windows 64 bit
a1296,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 16gb 2tb ssd 4gb amd radeon 530 windows 10 silver,dell,dell inspiron i5770,windows 10 pro,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 16gb 2tb ssd 4gb amd radeon 530 windows 10 i5770
a1297,hp envy x360 15z convertible 2 1 amd ryzen 5 2500u 8gb 15.6 full hd touch rx vega 8 1tb drive,hp,t8tjg,windows 10,hp envy x360 15z convertible 2 1 amd ryzen 5 2500u 8gb 15.6 full hd touch rx vega 8 1tb t8tjg windows 10
a1298,2018 hp pavilion 15.6 fhd 1080p intel core i7 7500u 3.5ghz 16gb ddr4 256gb ssd intel hd graphic hd windows 10 ,hp,hp,windows 10,2018 hp pavilion 15.6 fhd 1080p intel core i7 7500u 3.5ghz 16gb ddr4 256gb ssd intel hd graphic hd windows 10 
a1299,2018 lenovo 320 17.3 hd 1600 x 900 pc 7th intel core i5 7200u 2.5ghz 8gb ddr4 1tb hdd rw hdmi 802.11ac windows 10 platinum,lenovo,lenovo ideapad 320,windows 10,2018 lenovo 320 17.3 hd 1600 x 900 pc 7th intel core i5 7200u 2.5ghz 8gb ddr4 1tb hdd rw hdmi 802.11ac windows 10 platinum ideapad
a1300,2018 hp pavilion 15.6 fhd 1080p intel core i7 7500 uup 3.5ghz 8gb ddr4 512gb ssd intel hd graphic hd windows 10 ,hp,hp,windows 10,2018 hp pavilion 15.6 fhd 1080p intel core i7 7500 uup 3.5ghz 8gb ddr4 512gb ssd intel hd graphic hd windows 10 
a1301,dell latitude 3380 intel 3865u cdc 1.8 ghz 128 gb intel hd610 igp windows 10 13.3 hd ,dell,lat182186sa,windows 10 64 bit,dell latitude 3380 intel 3865u cdc 1.8 ghz 128 gb intel hd610 igp windows 10 13.3 hd lat182186sa 64 bit
a1302,2017 dell latitude e7250 12.5 pc intel corei5 5300u 2.3ghz 8gb ddr3 256gb solid state ssd 802.11ac windows 10 professional,dell,,windows 10,2017 dell latitude e7250 12.5 pc intel corei5 5300u 2.3ghz 8gb ddr3 256gb solid state ssd 802.11ac windows 10 
a1303,dell inspiron i3179 0000gry 11.6 hd 2 1 7th intel core m3 7y30 4gb 500gb hdd windows 10 home,dell,i3179 0000,windows 10,dell inspiron i3179 0000gry 11.6 hd 2 1 7th intel core m3 7y30 4gb 500gb hdd windows 10 
a1304,2 1 dell latitude 7000 13.3 full hd touchscreen pc intel core m 4gb 128gb ssd windows 10 pro,,t8tjg,windows 10,2 1 dell latitude 7000 13.3 full hd touchscreen pc intel core m 4gb 128gb ssd windows 10 t8tjg
a1305,razer blade stealth 12.5 4k touchscreen 6th intel core i7 8gb 512 gb ssd windows 10 ,razer,rz09 01682e22 r3u1,windows 10,razer blade stealth 12.5 4k touchscreen 6th intel core i7 8gb 512 gb ssd windows 10 rz09 01682e22 r3u1
a1306,dell inspiron 17 5000 17.3 i5 7200u 8gb 1tb windows 10,,inspiron 17,unknown,dell inspiron 17 5000 17.3 i5 7200u 8gb 1tb windows 10 unknown
a1307,lenovo ideapad 320 17ikb 17.3 hd tn intel core i7 7500u 16gb ddr4 2tb hd windows 10 80xm0002us,lenovo,80xm0002us,windows 10 home,lenovo ideapad 320 17ikb 17.3 hd tn intel core i7 7500u 16gb ddr4 2tb hd windows 10 80xm0002us 
a1308,gigabyte p56xv7 kl4k3 15.6 uhd 7th gen intel kabylake i7 7700hq nvidia geforce gtx 1070 gddr5 8gb vram ddr4 2400 16gx1 m.2 nvme 256gb ssd 1tb 7200rpm hdd win 10 laptop,gigabyte,p56xv7 kl4k3,windows 10 home,gigabyte p56xv7 kl4k3 15.6 uhd 7th gen intel kabylake i7 7700hq nvidia geforce gtx 1070 gddr5 8gb vram ddr4 2400 16gx1 m.2 nvme 256gb ssd 1tb 7200rpm hdd win 10 gigabyte windows home
a1309,premium 2018 dell inspiron 15 5577 15.6 fhd intel core i5 7300hq 2.5ghz 8gb 128gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,dell,dell,windows 10,premium 2018 dell inspiron 15 5577 15.6 fhd intel core i5 7300hq 2.5ghz 8gb 128gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 dell
a1310,lenovo flex 3 1130 2 1 touch 11.6 intel celeron n3050 1.60 2.16ghz 4gb 500gb ,lenovo,80ly0008us,windows 10 home,lenovo flex 3 1130 2 1 touch 11.6 intel celeron n3050 1.60 2.16ghz 4gb 500gb 80ly0008us windows 10 home
a1311,2018 lenovo thinkpad e570 15.6 full hd ips intel dual core i7 7500u 16gb ddr4 256gb ssd 500gb hdd 2gb nvidia geforce gtx 950m 802.11ac hdmi win 10 pro,lenovo thinkpad,lenovo thinkpad e570,windows 10 64 bit,2018 lenovo thinkpad e570 15.6 full hd ips intel dual core i7 7500u 16gb ddr4 256gb ssd 500gb hdd 2gb nvidia geforce gtx 950m 802.11ac hdmi win 10 windows 64 bit
a1312,lenovo thinkpad p51 15.6 intel i7 quad core 64gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 ,lenovo,lenovo thinkpad p51 workstation,,lenovo thinkpad p51 15.6 intel i7 quad core 64gb 1tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 
a1313,2017 hp 17.3 pavilion 17 g121wm pc amd a10 8700p 8gb 1tb windows 10 home,hp,t8tjg,windows 10,2017 hp 17.3 pavilion 17 g121wm pc amd a10 8700p 8gb 1tb windows 10 t8tjg
a1314,panasonic toughbook cf 31 intel core i5 2.6ghz 1tb 12gb ddr3 13.1 touchscreen cd rw win 7 ms office,quality computers,cf31i526ghz12gb1tbtouchnew,windows 7 professional,panasonic toughbook cf 31 intel core i5 2.6ghz 1tb 12gb ddr3 13.1 touchscreen cd rw win 7 ms office quality computers cf31i526ghz12gb1tbtouchnew windows professional
a1315,tp t470 i5 2.5 14 8gb 256gb ssd w10p 64,,t470,unknown,tp t470 i5 2.5 14 8gb 256gb ssd w10p 64 unknown
a1316,dell inspiron 11.6 hd 2 1 convertible touchscreen tablet intel quad core pentium n3710 2.56ghz 4gb 500gb hdd maxxaudio 802.11bgn hdmi windows 10,dell,,windows 10 64 bit,dell inspiron 11.6 hd 2 1 convertible touchscreen tablet intel quad core pentium n3710 2.56ghz 4gb 500gb hdd maxxaudio 802.11bgn hdmi windows 10 64 bit
a1317,apple macbook 13 1280x800 intel core i5 turboboost 3.1ghz 16gb ddr3 500gb ssd solid state superdrive multitouch trackpad usb 3.0 thunderbolt,apple,t8tjg,mac x,apple macbook 13 1280x800 intel core i5 turboboost 3.1ghz 16gb ddr3 500gb ssd solid state superdrive multitouch trackpad usb 3.0 thunderbolt t8tjg x
a1318,hp envy 17t touch 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 2tb hdd 4gb nvidia geforce mx150 windows 10,hp,hp envy 17t,windows 10 home,hp envy 17t touch 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 2tb hdd 4gb nvidia geforce mx150 windows 10 home
a1319,premium 2018 hp omen 15 15.6 fhd 1080p intel core i7 7700hq 2.8ghz 32gb 512gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,hp,hp,windows 10,premium 2018 hp omen 15 15.6 fhd 1080p intel core i7 7700hq 2.8ghz 32gb 512gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 
a1320,flagship acer 10.1 hd ips 2 1 touchscreen detachable intel atom quad core x5 z8350 1.92ghz 2gb ddr3 32gb ssd intel hd 400 hdmi win 10 black,acer,,windows 10 32 bit,flagship acer 10.1 hd ips 2 1 touchscreen detachable intel atom quad core x5 z8350 1.92ghz 2gb ddr3 32gb ssd intel hd 400 hdmi win 10 windows 32 bit
a1321,2018 acer nitro 5 vr ready 15.6 fhd intel core i5 7300hq 2.5ghz 16gb 128gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,acer,acer,windows 10,2018 acer nitro 5 vr ready 15.6 fhd intel core i5 7300hq 2.5ghz 16gb 128gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 
a1322,dell 15.6 insprion 5000 full hd amd quad core a10 8gb ddr4 128gb ssd 1tb hdd amd rx 460 4gb gddr5 vram dedicated windows 10 ,dell,dell5000 a108g128gssd 1thdd 001609,windows 10,dell 15.6 insprion 5000 full hd amd quad core a10 8gb ddr4 128gb ssd 1tb hdd amd rx 460 4gb gddr5 vram dedicated windows 10 dell5000 a108g128gssd 1thdd 001609
a1323,acer aspire e5 571 588m 15.6 intel core i5 4210u 1.7ghz 4gb 500gb hdd windows 8.1 midnight black,acer,nx.ml8aa.004,windows 8 ,acer aspire e5 571 588m 15.6 intel core i5 4210u 1.7ghz 4gb 500gb hdd windows 8.1 midnight nx.ml8aa.004 8 
a1324,2018 dell 15.6 hd intel i7 7500u 8gb ddr4 512gb ssd rw hdmi windows 10 black,dell,,windows 10 professional,2018 dell 15.6 hd intel i7 7500u 8gb ddr4 512gb ssd rw hdmi windows 10 professional
a1325,premium hp pavilion 15.6 ips fhd 1920x1080 pc intel core i7 6500u 2.5ghz 12gb ddr4 sdram 1tb hdd hdmi windows 10 silver,hp,t8tjg,10,premium hp pavilion 15.6 ips fhd 1920x1080 pc intel core i7 6500u 2.5ghz 12gb ddr4 sdram 1tb hdd hdmi windows 10 t8tjg
a1326,newest hp 455 g4 15.6 full hd probook pc amd a10 9600p quad core 8gb 256gb ssd rw rj 45 windows 10 home,hp,,windows 10,newest hp 455 g4 15.6 full hd probook pc amd a10 9600p quad core 8gb 256gb ssd rw rj 45 windows 10 
a1327,td lenovo thinkpad t560 15.6 intel core i7 6600u 8gb 256gb ssd fhd 1920x1080 windows 10pro,tech deals,t560,windows 10,td lenovo thinkpad t560 15.6 intel core i7 6600u 8gb 256gb ssd fhd 1920x1080 windows 10pro tech deals
a1328,apple macbook 15 2016 intel core i7 6820hq 2.7ghz 16gb 1tb pci e ssd amd radeon 455 retina touch bar mac x 10.12 sierra ,apple,,mac x 10.12 sierra,apple macbook 15 2016 intel core i7 6820hq 2.7ghz 16gb 1tb pci e ssd amd radeon 455 retina touch bar mac x 10.12 sierra 
a1329,prostar clevo n870hp6 17.3” full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 warranty,prostar,n870hp6,windows 10,prostar clevo n870hp6 17.3” full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar
a1330,2018 dell inspiron 15 7577 15.6 fhd ips intel quad core i5 7300hq 16gb ddr4 128gb ssd 1tb hdd 6gb nvidia geforce gtx 1060 maxxaudio vr ready thunderbolt win 10,dell,dell inspiron 15 7000,windows 10 64 bit,2018 dell inspiron 15 7577 15.6 fhd ips intel quad core i5 7300hq 16gb ddr4 128gb ssd 1tb hdd 6gb nvidia geforce gtx 1060 maxxaudio vr ready thunderbolt win 10 7000 windows 64 bit
a1331,dell prm5520hn0c2 precision 5520 intel i7 7820hq 16gb 512gb ssd 15.6,dell,prm5520hn0c2,windows 10 pro,dell prm5520hn0c2 precision 5520 intel i7 7820hq 16gb 512gb ssd 15.6 windows 10 pro
a1332,dell inspiron 13 7000 core i5 8250u 256gb ssd 8gb 13.3 full hd touch windows 10,dell,7370,windows 10,dell inspiron 13 7000 core i5 8250u 256gb ssd 8gb 13.3 full hd touch windows 10 7370
a1333,newest 2 1 asus 15.6 full hd touchscreen pc intel core i7 7500u nvidia geforce 940mx 16gb 2t hdd 256g ssd windows 10 home,asus,,windows 10,newest 2 1 asus 15.6 full hd touchscreen pc intel core i7 7500u nvidia geforce 940mx 16gb 2t hdd 256g ssd windows 10 
a1334,asus rog strix gl703vd db74 i7 7700hq 16gb 256gb sata ssd 1tb hdd nvidia gtx 1050 4gb 17.3 full hd windows 10 notebook,excaliberpc,gl703vd db74,microsoft windows 10,asus rog strix gl703vd db74 i7 7700hq 16gb 256gb sata ssd 1tb hdd nvidia gtx 1050 4gb 17.3 full hd windows 10 excaliberpc microsoft
a1335,acer chromebook r11 convertible 11.6 hd touch intel celeron 2gb 32gb google chrome cb5 132t c32m,acer,cb5 132t c32m,chrome,acer chromebook r11 convertible 11.6 hd touch intel celeron 2gb 32gb google chrome cb5 132t c32m 
a1336,prostar clevo p950hr 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1070 max q 512gb nvme ssd 1tb hdd windows 10 wi fi 1 warranty,prostar,p950hr,windows 10,prostar clevo p950hr 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1070 max q 512gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar
a1337,acer aspire es 15 15.6 hd intel core i3 6100u 4gb ddr3l 1tb hdd windows 10 es1 572 31kw,acer,es1 572 31kw,windows 10,acer aspire es 15 15.6 hd intel core i3 6100u 4gb ddr3l 1tb hdd windows 10 es1 572 31kw 
a1338,new lenovo yoga 920 2 1 14 3840 x 2160 4k uhd touch 8th gen intel i7 8550u thunderbolt active pen plus best stylus pen 1tb ssd 16g platinum .,lenovo 920,,windows 10 home,new lenovo yoga 920 2 1 14 3840 x 2160 4k uhd touch 8th gen intel i7 8550u thunderbolt active pen plus best stylus pen 1tb ssd 16g platinum . windows 10 home
a1339,2018 hp pavilion pc 14 ips fhd wled intel i7 7500u 8gb ddr4 512gb ssd b&o windows 10,hp,t8tjg,windows 10,2018 hp pavilion pc 14 ips fhd wled intel i7 7500u 8gb ddr4 512gb ssd b&o windows 10 t8tjg
a1340,asus convertible 2 1 15.6 fhd back lit touch intel core i5 6200 6gb ddr4 1tb hdd usb 3.1 802.11ac hdmi windows 10 home,asus,r518ua,windows 10,asus convertible 2 1 15.6 fhd back lit touch intel core i5 6200 6gb ddr4 1tb hdd usb 3.1 802.11ac hdmi windows 10 asus r518ua
a1341,asus zenbook ux430ua dh74 14 fhd pc intel 8th gen i7 quad core 16gb 1tb ssd 14 full hd 1920 x 1080 win 10 quartz grey,michaelelectronics2,,windows 10,asus zenbook ux430ua dh74 14 fhd pc intel 8th gen i7 quad core 16gb 1tb ssd 14 full hd 1920 x 1080 win 10 quartz windows
a1342,premium 2018 hp pavilion 15.6 touchscreen intel core i5 7200u 3.1ghz 8gb ddr4 256gb ssd windows 10 ,hp,hp,windows 10,premium 2018 hp pavilion 15.6 touchscreen intel core i5 7200u 3.1ghz 8gb ddr4 256gb ssd windows 10 
a1343,2018 hp 17.3 amd a9 9420 apu 3.0ghz 8gb ddr4 128gb ssd amd radeon r5 hdmi windows 10 ,hp,hp,windows 10,2018 hp 17.3 amd a9 9420 apu 3.0ghz 8gb ddr4 128gb ssd amd radeon r5 hdmi windows 10 hp
a1344,hp 15.6 hd touchscreen 2018 intel core i5 7200u 8gb ddr4 2tb hdd 802.11ac rw usb 3.1 hdmi windows 10 silver,hp 15.6 touch i5 8gb 2tb,hp 15.6 touch i5 8gb 2tb,windows 10,hp 15.6 hd touchscreen 2018 intel core i5 7200u 8gb ddr4 2tb hdd 802.11ac rw usb 3.1 hdmi windows 10 hp 15.6 touch i5 8gb 2tb hp 15.6 touch i5 8gb 2tb
a1345,2018 hp 15.6 amd dual core a6 9220 apu 2.5ghz 4gb ddr4 256gb ssd usb 3.1 hd super windows 10 black,hp,hp,windows 10,2018 hp 15.6 amd dual core a6 9220 apu 2.5ghz 4gb ddr4 256gb ssd usb 3.1 hd super windows 10 
a1346,dell latitude 3379 2 in1 intel i3 6006u 2 ghz 128 gb ssd intel hd windows 10 13.3 fhd,dell,3379,windows 10 professional,dell latitude 3379 2 in1 intel i3 6006u 2 ghz 128 gb ssd intel hd windows 10 13.3 fhd 
