_id,ltable_id,rtable_id,ltable_model,ltable_extended_title,rtable_model,rtable_extended_title,match
2720,a1887,w1610,hp pavilion 15t power acid green nb,hp pavilion 15t power intel i7 quad core 32gb nvidia geforce 1050 2tb hdd 512gb ssd 15.6 full hd 1920 x 1080 touch win 10 acid green hp acid nb windows,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
2734,a1889,w941,1bs54ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.8 ghz 16 gb 256 gb ssd 1bs54ut#aba 10 edition,1bs50ut#aba,hp elitebook 850 g4 15.6 core i5 7300u 8 gb 256 gb ssd 1bs50ut#aba windows 10,1
2744,a1895,w3111,t6f45ut#aba,hp t6f45ut#aba 840 i5 6200u 14.0 8gb 128 7 10 windows professional,t6e85ut#aba,hp zbook studio g3 15.6 xeon e3 1505mv5 16 gb 512 gb ssd t6e85ut#aba windows 7,0
2752,a1918,w718,hp envy 17t,2016 hp envy 17.3 full hd touchscreen 6th gen i7 6700hq quad core 16gb 1tb hdddvd ac windows 10 envy 17t other,,2016 hp envy 17.3 full hd touchscreen 6th gen i7 6700hq quad core 16gb 1tb hdddvd ac windows 10 microsoft,1
2776,a1919,w3082,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ,1
2825,a1919,w3183,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,1
2831,a1919,w3189,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 ,1
2841,a1919,w3199,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 ,1
2875,a1919,w3250,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips wqhd 2560x1440 ,1
2892,a1919,w3267,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
2895,a1919,w3275,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 ,1
2901,a1919,w3281,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ,1
2911,a1919,w3304,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 ,1
2926,a1919,w3330,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips wqhd 2560x1440 ,1
2927,a1919,w3331,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb ssd 14 ips wqhd 2560x1440 ,1
2940,a1919,w3353,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
2944,a1919,w3368,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb ssd 14 ips wqhd 2560x1440 ,1
2952,a1919,w3376,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 ,1
2964,a1919,w3388,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
3009,a1919,w3462,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
3024,a1919,w3479,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 ,1
3075,a1951,w917,x9v21ut#aba,x2 210 atm 1.44 10.1 4gb 128gb hp x9v21ut#aba windows professional,x9v20ut#aba,hp x2 210 g2 10.1 atom x5 z8350 4 gb 64 gb ssd x9v20ut#aba windows,1
3088,a1956,w2927,20en001cus,lenovo thinkpad p50 20en001cus i7 6820hq 16gb 512gb nvme fhd m2000m windows professional,20j1001cus,lenovo thinkpad 13 13.3 core i5 7200u 8 gb 256 gb ssd 20j1001cus windows 10 ,0
3090,a196,w685,t8tjg,2018 hp 17.3 17z pc amd dual core a9 8gb 1tb usb 3.1 windows 10 t8tjg home,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os,0
3093,a1968,w666,asus vivobook,asus vivo book 15.6 1366 x 768 hd pc intel pentium n3700 quad core 1.60 ghz 4gb 500gb hdd windows 10 vivobook,,hp 15.6 hd touchscreen pc intel pentium n3710 quad core 1.60 ghz 4gb 500gb hdd windows 10 ,0
3097,a1974,w747,z4z30uar#aba,hp spectre x360 z4z30uar#aba 13.3 windows 10 home,z4z39uar#aba,hp spectre x360 15 bl152nr 15.6 touchscreen z4z39uar#aba microsoft windows windows 10,0
3107,a1979,w1614,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 16gb ddr4 1tb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 32gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
3172,a1995,w3086,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ,1
3173,a1995,w3087,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ,1
3178,a1995,w3092,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen ,1
3184,a1995,w3125,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb nvme ssd 14 ips fhd 1920x1080 ,1
3215,a1995,w3189,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 ,1
3230,a1995,w3204,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ,1
3245,a1995,w3237,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips wqhd 2560x1440 ,1
3255,a1995,w3252,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 512gb ssd 14 ips wqhd 2560x1440 ,1
3282,a1995,w3299,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 ,1
3332,a1995,w3400,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 ,1
3354,a1995,w3458,,lenovo thinkpad t470s windows 7 intel core i5 6300u 20gb 512gb ssd 14 ips fhd 1920x1080 professional,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips wqhd 2560x1440 ,1
3372,a1997,w2968,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t450s touch windows 7 intel core i7 5600u 8gb 1tb hdd 14 ips fhd 1920x1080 touchscreen ac wi fi ,1
3392,a1997,w3080,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ,1
3400,a1997,w3088,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 128gb ssd 14 ips fhd 1920x1080 ,1
3404,a1997,w3092,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 touchscreen ,1
3409,a1997,w3098,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips fhd 1920x1080 ,1
3428,a1997,w3156,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 8gb 256gb ssd 14 ips wqhd 2560x1440 ,1
3429,a1997,w3157,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 128gb ssd 14 ips wqhd 2560x1440 ,1
3446,a1997,w3186,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 ,1
3466,a1997,w3207,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,1
3469,a1997,w3210,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 ,1
3477,a1997,w3232,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 ,1
3479,a1997,w3234,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 ,1
3499,a1997,w3259,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 ,1
3517,a1997,w3281,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ,1
3546,a1997,w3345,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 8gb 1tb ssd 14 ips wqhd 2560x1440 ,1
3558,a1997,w3367,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips wqhd 2560x1440 ,1
3564,a1997,w3373,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips fhd 1920x1080 touchscreen ,1
3590,a1997,w3406,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb ssd 14 ips wqhd 2560x1440 ,1
3626,a1997,w3468,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 ,1
3633,a1997,w3479,,lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 256gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips fhd 1920x1080 ,1
3644,a2002,w2137,mfghd,dell mfghd latitude 5480 14 hd intel core i5 7200u 4gb ddr4 500gb windows 10 ,lati3580xn8kf,dell latitude 3580 15.6 hd intel core i3 7100u 4gb ddr4 500gb windows 10 lati3580xn8kf,0
3667,a2014,w2346,80ys0000us,lenovo 80ys0000us ideapad n23 11.6 n3060 2gb 16gb chrome chrome op lenovo unknown,80xm0000us,lenovo 320 17ikb 17.3 core i5 7200u 8 gb 1 tb hdd 80xm0000us windows 10,0
3688,a2046,w2034,1kv05ua#aba,hp 15bs078nr 1kv05ua#aba 15bs078nr 15.6 intel core i7 8gb 1tb windows 10 ,1kv26ua#aba,hp 15 bw071nr 15.6 windows 10 amd a9 9420 dual core 4gb 1tb 1kv26ua#aba,1
3705,a2051,w2037,gl62mx1096,msi gl62m 7rdx 1096 15.6 full hd i7 7700hq geforce gtx 1050 2g 16gb dram 1tb win10 steelseries gl62mx1096 windows home,gl62mx1044,msi 15.6 fhd intel core i7 7700hq 2.8 3.8 ghz nvidia geforce gtx1060 graphic 16g ddr5 128gb ssd 1 tb hdd gl62mx1044 windows,1
3706,a2052,w1390,e1samnp800g5mx01us,samsung np800g5m x01us 15.6 odyssey intel i7 7700hq 128gb elite suite 17 standard software bundle corel wordperfect pc moverpdf fusionx9 1 extended beach camera e1samnp800g5mx01us windows 10,np800g5m x02us,samsung odyssey 15.6 np800g5m x02us microsoft windows windows 10,1
3749,a2071,w1790,80sf001fus,lenovo n22 80sf001fus 11.6 chromebook intel celeron n3060 dual core 1.60 ghz 4gb 16gb emmc chrome ,80sf0000us,refurbished lenovo n22 80sf0000us chromebook pc 80sf0000us,1
3781,a209,w738,xps9360 7697slv pus,dell xps9360 7697slv pus xps 13 9360 13.3 quad hd infinityedge touch intel core i7 7560u 16gb 512gb ssd windows 10 unknown,xps9360 7697slv,dell xps 13 9360 intel i7 7560u 16gb 512gb ssd xps9360 7697slv windows 10,1
3810,a2104,w3055,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 512gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,1
3815,a2104,w3077,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 512gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 ,1
3875,a2117,w1578,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 32gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
3877,a2117,w1614,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 32gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 32gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
3906,a2129,w1455,pavilion,hp omen 2016 15.6 full hd touchscreen intel core i7 4870hq 6m cache 3.7ghz nvidia quadro 16gb 512gb ssd windows 7 hp pavilion,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft,0
3918,a2135,w2995,20jw0005us,lenovo thinkpad t570 15.6 fhd intel core i5 6300u 4gb 500gb hdd windows 10 dg windows 7 20jw0005us not applicable,20jy0005us,lenovo thinkpad p51s 15.6 core i7 6500u 16 gb 256 gb ssd 20jy0005us windows,0
3923,a2139,w1826,1fx41ut#aba,hp elitebook 820 g4 12.5 windows intel core i7 2.7 ghz 16 gb 256 gb ssd 1fx41ut#aba 10 pro,1fx82ut#aba,new hp chromebook 11 g5 ee 11.6 lcd chromebook intel celeron n3060 dual core 2 core 1.60 ghz 4 gb 16 gb chrome 1fx82ut#aba,0
3952,a2162,w841,6tdjt,dell 6tdjt xps 13 13.3 qhd touch intel core i7 7500u 8gb lpddr3 256gb solid state windows 10 ,6tdjt,dell xps 13 9360 13.3 core i7 7500u 8 gb 256 gb ssd 6tdjt windows 10,1
3971,a2195,w2453,20h5009mus,lenovo thinkpad e570 15.6 fhd intel core i7 6500u 8gb ddr4 500gb hdd windows 10 20h5009mus professional,20h500a9us,lenovo thinkpad e570 15.6 core i5 7200u 8 gb 180 gb ssd 20h500a9us windows 10,1
3976,a22,w1366,i7577 5241blk pus,dell i7577 5241blk pus inspiron 7th gen intel core i5 gtx 1060 6gb 8gb 128gb ssd 1tb hdd 15.6 windows home,i7567 5000blk pus,dell inspiron 15.6 intel core i5 8gb nvidia geforce gtx 1050 1tb 8gb hybrid i7567 5000blk pus pc i7567 5000blk pus microsoft windows,1
3993,a2216,w1426,n855hj,prostar clevo n855hj 15.6 fhd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 120gb ssd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4069,a2252,w1412,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 1tb hdd windows 10 wi fi 1 n850hk1 microsoft ,1
4070,a2252,w1415,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 128gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4078,a2252,w1487,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 120gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4093,a2252,w1549,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 256gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4096,a2252,w1555,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 256gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft ,1
4111,a2252,w1580,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 8gb ddr4 gtx 1060 128gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,1
4114,a2252,w1583,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft,1
4120,a2252,w1603,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd 120hz 5ms g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,1
4194,a2294,w1519,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 250gb ssd windows 10 wi fi 1 n855hj microsoft,1
4200,a2294,w1544,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,n850hk1,prostar clevo n850hk1 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft,1
4227,a2294,w1583,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft,1
4239,a2294,w1618,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,1
4273,a2361,w1415,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050 128gb ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4274,a2361,w1419,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4298,a2361,w1544,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,n850hk1,prostar clevo n850hk1 15.6” fhd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 120gb ssd 1tb hdd windows 10 wi fi 1 n850hk1 microsoft,1
4307,a2361,w1557,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 256gb nvme ssd 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4323,a2361,w1581,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1060 250gb ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft,1
4326,a2361,w1588,p950hp6,prostar clevo p950hp6 15.6 full hd ips intel core i7 7700hq 32gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 256gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,1
